epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,1818.95,1.52453,0.83232,0.86496,0.97209,0.91191,0.95727,0.53232,1.48618,0.6904,0.87714,0.003565,0.003565,0.003565
67,1846.54,1.53834,0.84275,0.86536,0.97341,0.90462,0.95351,0.52476,1.49925,0.69585,0.87801,0.003466,0.003466,0.003466
68,1873.35,1.50508,0.81232,0.85969,0.97003,0.92848,0.95539,0.52593,1.49615,0.67373,0.87413,0.003367,0.003367,0.003367
69,1900.37,1.50795,0.82212,0.8629,0.97178,0.91688,0.95165,0.52687,1.4962,0.67714,0.88007,0.003268,0.003268,0.003268
70,1927.91,1.50858,0.81701,0.86372,0.94966,0.93415,0.95711,0.53237,1.48382,0.6806,0.87429,0.003169,0.003169,0.003169
71,1955.21,1.50448,0.82082,0.86286,0.97669,0.92584,0.96041,0.54133,1.47005,0.65355,0.87267,0.00307,0.00307,0.00307
72,1982.77,1.49649,0.81658,0.85785,0.96096,0.93453,0.95895,0.53477,1.4828,0.66764,0.87508,0.002971,0.002971,0.002971
73,2010,1.48765,0.78824,0.85496,0.9676,0.94366,0.9567,0.54133,1.4629,0.66082,0.87128,0.002872,0.002872,0.002872
74,2036.6,1.4347,0.76947,0.8595,0.96676,0.94498,0.96435,0.54755,1.4627,0.64962,0.87377,0.002773,0.002773,0.002773
75,2063.88,1.47228,0.79349,0.86057,0.96261,0.94994,0.96269,0.53597,1.47718,0.65674,0.87266,0.002674,0.002674,0.002674
76,2091.59,1.45084,0.76689,0.85786,0.97312,0.93358,0.9615,0.54616,1.44415,0.6527,0.87051,0.002575,0.002575,0.002575
77,2119.57,1.45125,0.76887,0.8579,0.97002,0.9378,0.95781,0.53044,1.50344,0.66479,0.87698,0.002476,0.002476,0.002476
78,2146.96,1.45782,0.7833,0.8546,0.96902,0.95059,0.96428,0.54285,1.46383,0.64845,0.87159,0.002377,0.002377,0.002377
79,2173.99,1.45285,0.77727,0.85023,0.97384,0.93681,0.95951,0.54777,1.44799,0.64108,0.86999,0.002278,0.002278,0.002278
80,2200.67,1.4227,0.75916,0.85455,0.96515,0.94831,0.95532,0.53528,1.46881,0.64655,0.87188,0.002179,0.002179,0.002179
81,2227.27,1.4048,0.75006,0.85185,0.96388,0.94464,0.96157,0.5458,1.44892,0.64537,0.87112,0.00208,0.00208,0.00208
82,2254.37,1.41999,0.75871,0.85631,0.96244,0.9432,0.96268,0.54164,1.44825,0.63519,0.87078,0.001981,0.001981,0.001981
83,2281.84,1.42133,0.74298,0.84843,0.97054,0.94164,0.95782,0.54125,1.46442,0.64596,0.87243,0.001882,0.001882,0.001882
84,2309.73,1.41222,0.74823,0.84928,0.97125,0.9397,0.9628,0.55454,1.42333,0.63231,0.86662,0.001783,0.001783,0.001783
85,2337.12,1.41139,0.74475,0.84661,0.95381,0.95222,0.96586,0.55666,1.41349,0.62974,0.86607,0.001684,0.001684,0.001684
86,2365.26,1.41932,0.76159,0.8474,0.97781,0.94456,0.96332,0.55192,1.4344,0.62488,0.86483,0.001585,0.001585,0.001585
87,2392.96,1.4187,0.74746,0.84902,0.97089,0.9387,0.95948,0.55242,1.43994,0.62567,0.86666,0.001486,0.001486,0.001486
88,2420.34,1.40097,0.72731,0.84185,0.96841,0.94101,0.96627,0.55169,1.42175,0.62734,0.86591,0.001387,0.001387,0.001387
89,2447.95,1.41299,0.75672,0.84289,0.95422,0.95331,0.96625,0.55554,1.41469,0.61847,0.86508,0.001288,0.001288,0.001288
90,2475.63,1.39255,0.72545,0.84791,0.96283,0.94966,0.96466,0.55394,1.42443,0.61108,0.86748,0.001189,0.001189,0.001189
91,2505.46,1.34374,0.68965,0.86034,0.9659,0.93702,0.95564,0.54245,1.44277,0.63269,0.86813,0.00109,0.00109,0.00109
92,2531.94,1.29193,0.66197,0.85465,0.97011,0.93547,0.95954,0.54878,1.47167,0.62941,0.86998,0.000991,0.000991,0.000991
93,2558.5,1.26818,0.63138,0.85431,0.96474,0.94872,0.96186,0.5517,1.42745,0.61812,0.8674,0.000892,0.000892,0.000892
94,2584.79,1.2684,0.6314,0.85253,0.96662,0.9428,0.96269,0.55048,1.43281,0.61436,0.86771,0.000793,0.000793,0.000793
95,2610.87,1.26565,0.63164,0.8495,0.98708,0.93483,0.96273,0.56023,1.41515,0.61268,0.86472,0.000694,0.000694,0.000694
96,2637.18,1.25443,0.61901,0.8508,0.97341,0.94413,0.96481,0.55738,1.43686,0.61152,0.86825,0.000595,0.000595,0.000595
97,2663.16,1.27382,0.64191,0.84733,0.96963,0.95076,0.9668,0.55642,1.43003,0.6123,0.86699,0.000496,0.000496,0.000496
98,2690.13,1.24804,0.62828,0.84634,0.97378,0.9496,0.96263,0.56042,1.40683,0.60719,0.86413,0.000397,0.000397,0.000397
99,2716.54,1.24113,0.61385,0.84657,0.96957,0.95129,0.96525,0.56241,1.40509,0.60754,0.86478,0.000298,0.000298,0.000298
100,2743.38,1.24471,0.63241,0.84946,0.97435,0.94906,0.96632,0.56322,1.41118,0.60257,0.86386,0.000199,0.000199,0.000199
