epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,396.745,1.94761,1.35784,0.94644,0.86084,0.80058,0.86565,0.43077,1.71905,1.02798,0.91928,0.008614,0.008614,0.008614
16,422.645,1.92424,1.32482,0.94031,0.88452,0.82552,0.87945,0.43087,1.73326,0.97095,0.9182,0.008515,0.008515,0.008515
17,448.998,1.89384,1.26409,0.93143,0.94833,0.80779,0.89681,0.44101,1.72074,0.93869,0.91455,0.008416,0.008416,0.008416
18,474.86,1.88154,1.21768,0.92359,0.91977,0.80906,0.89305,0.43636,1.69777,1.00943,0.9115,0.008317,0.008317,0.008317
19,500.988,1.85299,1.18693,0.92736,0.88402,0.81345,0.87006,0.40154,1.76885,0.97933,0.91943,0.008218,0.008218,0.008218
20,527.449,1.86351,1.20851,0.91412,0.90146,0.82519,0.88101,0.40003,1.78101,1.00479,0.91781,0.008119,0.008119,0.008119
21,554.044,1.85444,1.18498,0.91903,0.87059,0.81668,0.88922,0.39564,1.77938,0.96787,0.92076,0.00802,0.00802,0.00802
22,579.453,1.82968,1.15462,0.91203,0.90255,0.82424,0.89224,0.44328,1.69514,0.92443,0.9091,0.007921,0.007921,0.007921
23,605.65,1.80793,1.13622,0.9169,0.94743,0.86196,0.92541,0.46112,1.67476,0.87451,0.90425,0.007822,0.007822,0.007822
24,631.909,1.80845,1.12197,0.90296,0.93439,0.86543,0.92367,0.47007,1.63908,0.85146,0.90106,0.007723,0.007723,0.007723
25,657.69,1.77166,1.11881,0.9094,0.93433,0.81694,0.91117,0.44878,1.69126,0.90289,0.90627,0.007624,0.007624,0.007624
26,683.997,1.79063,1.10767,0.90324,0.93122,0.85501,0.92321,0.47151,1.63479,0.85043,0.89862,0.007525,0.007525,0.007525
27,710.235,1.77271,1.07589,0.90932,0.94998,0.83085,0.90791,0.45732,1.63974,0.84072,0.89747,0.007426,0.007426,0.007426
28,736.469,1.76082,1.06578,0.90217,0.94962,0.86519,0.92952,0.47571,1.6315,0.84404,0.89653,0.007327,0.007327,0.007327
29,763.133,1.76661,1.06361,0.90606,0.92673,0.87591,0.92557,0.47267,1.61907,0.8643,0.89658,0.007228,0.007228,0.007228
30,788.772,1.69641,1.01511,0.89969,0.93707,0.88163,0.93577,0.49787,1.59433,0.80359,0.89214,0.007129,0.007129,0.007129
31,815.847,1.74357,1.03557,0.89641,0.9292,0.88713,0.92149,0.48329,1.60807,0.81179,0.89307,0.00703,0.00703,0.00703
32,842.223,1.70406,1.00209,0.89204,0.94275,0.89915,0.94482,0.49575,1.56822,0.7909,0.89331,0.006931,0.006931,0.006931
33,868.1,1.72873,1.0185,0.8872,0.92272,0.87463,0.91948,0.45358,1.68705,0.84936,0.90581,0.006832,0.006832,0.006832
34,893.994,1.70717,1.00037,0.89018,0.93869,0.89998,0.94437,0.50105,1.56648,0.76483,0.88948,0.006733,0.006733,0.006733
35,920.564,1.6982,0.98564,0.88677,0.9397,0.89828,0.93616,0.4904,1.57975,0.78608,0.8889,0.006634,0.006634,0.006634
36,946.265,1.66348,0.96235,0.88398,0.93791,0.9189,0.94875,0.49516,1.59015,0.78183,0.89106,0.006535,0.006535,0.006535
37,972.826,1.66942,0.94551,0.87828,0.9344,0.90656,0.94691,0.48086,1.63236,0.80532,0.89463,0.006436,0.006436,0.006436
38,998.874,1.65806,0.93988,0.87905,0.9552,0.91897,0.95171,0.50574,1.5788,0.76995,0.8897,0.006337,0.006337,0.006337
39,1024.51,1.67731,0.94386,0.89395,0.956,0.90942,0.95191,0.50723,1.55093,0.7525,0.88518,0.006238,0.006238,0.006238
40,1050.47,1.63679,0.93827,0.87782,0.94778,0.90386,0.95285,0.5076,1.54228,0.76515,0.88163,0.006139,0.006139,0.006139
41,1076.3,1.64433,0.92641,0.87561,0.96161,0.90456,0.94209,0.49251,1.58835,0.75212,0.8838,0.00604,0.00604,0.00604
42,1102.31,1.65741,0.93874,0.87992,0.93445,0.91608,0.94569,0.51384,1.51339,0.74019,0.88086,0.005941,0.005941,0.005941
43,1128.02,1.61415,0.89991,0.87562,0.94226,0.89325,0.94424,0.47896,1.61324,0.76046,0.89127,0.005842,0.005842,0.005842
44,1153.99,1.6465,0.93484,0.87628,0.96403,0.91135,0.94963,0.51047,1.5613,0.73928,0.88338,0.005743,0.005743,0.005743
45,1180.07,1.61766,0.89694,0.87816,0.94158,0.91372,0.94376,0.50685,1.52241,0.74843,0.87753,0.005644,0.005644,0.005644
46,1206.43,1.59936,0.88617,0.87696,0.9529,0.92699,0.95533,0.52951,1.49578,0.70471,0.87838,0.005545,0.005545,0.005545
47,1232.46,1.60646,0.8923,0.87714,0.92584,0.91251,0.95597,0.51492,1.53126,0.72165,0.87957,0.005446,0.005446,0.005446
48,1259.31,1.57426,0.8921,0.87182,0.94499,0.91362,0.95073,0.51832,1.53477,0.72274,0.88185,0.005347,0.005347,0.005347
49,1285.02,1.5777,0.88037,0.87088,0.93614,0.92149,0.94835,0.51169,1.56608,0.72896,0.8848,0.005248,0.005248,0.005248
50,1311.27,1.57061,0.87168,0.87576,0.96346,0.90851,0.95557,0.51713,1.51814,0.70458,0.87825,0.005149,0.005149,0.005149
51,1337.34,1.56887,0.87275,0.87117,0.95132,0.92118,0.94978,0.51765,1.51411,0.69955,0.87835,0.00505,0.00505,0.00505
52,1363.75,1.56474,0.87067,0.86516,0.94086,0.93915,0.95982,0.52455,1.52075,0.71317,0.87736,0.004951,0.004951,0.004951
53,1389.89,1.5779,0.8661,0.86676,0.96311,0.90098,0.95353,0.52532,1.52028,0.71317,0.87795,0.004852,0.004852,0.004852
54,1416.04,1.55605,0.84507,0.86791,0.96606,0.9245,0.95916,0.52859,1.49285,0.69988,0.87538,0.004753,0.004753,0.004753
55,1442.26,1.54591,0.8436,0.86866,0.95701,0.93372,0.95705,0.5239,1.48603,0.70182,0.87448,0.004654,0.004654,0.004654
56,1468.65,1.55609,0.84386,0.86501,0.97132,0.93936,0.96138,0.5213,1.51604,0.69065,0.87568,0.004555,0.004555,0.004555
57,1495.83,1.52628,0.84006,0.86433,0.95999,0.93216,0.9549,0.52612,1.49357,0.69009,0.87483,0.004456,0.004456,0.004456
58,1521.71,1.52345,0.81694,0.85913,0.95797,0.91576,0.95218,0.52471,1.51853,0.69892,0.8763,0.004357,0.004357,0.004357
59,1547.86,1.49092,0.79855,0.85941,0.96903,0.93448,0.95829,0.53077,1.49599,0.67593,0.8732,0.004258,0.004258,0.004258
60,1574.02,1.49576,0.7974,0.85845,0.95501,0.93345,0.96276,0.53175,1.47763,0.66944,0.87164,0.004159,0.004159,0.004159
61,1600.37,1.50333,0.82257,0.86679,0.95302,0.9423,0.95958,0.52768,1.49354,0.68369,0.87419,0.00406,0.00406,0.00406
62,1627.15,1.51262,0.82951,0.86136,0.96036,0.92627,0.95797,0.51813,1.53801,0.69472,0.8786,0.003961,0.003961,0.003961
63,1652.82,1.48517,0.80296,0.85515,0.96587,0.93742,0.96186,0.54192,1.48244,0.67976,0.87275,0.003862,0.003862,0.003862
64,1678.38,1.47427,0.79834,0.85374,0.97723,0.9185,0.96065,0.53106,1.50216,0.68164,0.87801,0.003763,0.003763,0.003763
65,1705.2,1.49487,0.81541,0.85464,0.96828,0.9452,0.96151,0.52848,1.47059,0.6652,0.87291,0.003664,0.003664,0.003664
66,1731.87,1.47496,0.79022,0.85907,0.96428,0.93969,0.96704,0.54238,1.47176,0.66005,0.87501,0.003565,0.003565,0.003565
67,1758.54,1.47644,0.79538,0.8565,0.96223,0.93479,0.96254,0.5348,1.49909,0.6697,0.87523,0.003466,0.003466,0.003466
68,1784.88,1.46162,0.77686,0.8544,0.97258,0.92045,0.95834,0.5284,1.49074,0.66107,0.87291,0.003367,0.003367,0.003367
69,1811.17,1.45831,0.78667,0.85583,0.95952,0.94951,0.96595,0.53388,1.47322,0.6574,0.87073,0.003268,0.003268,0.003268
70,1837.27,1.46568,0.77678,0.85822,0.96498,0.94016,0.96267,0.53073,1.46696,0.64614,0.87078,0.003169,0.003169,0.003169
71,1863.94,1.45121,0.77502,0.8542,0.97742,0.92133,0.96314,0.53886,1.46234,0.65391,0.8699,0.00307,0.00307,0.00307
72,1890.77,1.43877,0.76974,0.85073,0.96862,0.93626,0.96644,0.53833,1.46543,0.65426,0.87061,0.002971,0.002971,0.002971
73,1917.44,1.4227,0.74787,0.84601,0.96778,0.94562,0.96652,0.54119,1.45189,0.63991,0.87055,0.002872,0.002872,0.002872
74,1943.64,1.3915,0.72676,0.85249,0.96182,0.94887,0.96996,0.54778,1.45235,0.63376,0.87043,0.002773,0.002773,0.002773
75,1970.41,1.41103,0.75261,0.85304,0.97381,0.92594,0.96873,0.54038,1.46905,0.63768,0.87086,0.002674,0.002674,0.002674
76,1996.64,1.39908,0.72723,0.84973,0.9681,0.93492,0.96672,0.54367,1.45708,0.63745,0.86865,0.002575,0.002575,0.002575
77,2022.99,1.39433,0.72961,0.85063,0.97328,0.9341,0.96186,0.53996,1.45165,0.63115,0.8685,0.002476,0.002476,0.002476
78,2049.09,1.40224,0.74851,0.84704,0.95736,0.95224,0.9634,0.5381,1.45406,0.63352,0.86821,0.002377,0.002377,0.002377
79,2075.29,1.40048,0.73796,0.84394,0.97349,0.94505,0.9675,0.54994,1.43767,0.63685,0.86665,0.002278,0.002278,0.002278
80,2101.67,1.36558,0.71514,0.84656,0.98071,0.91864,0.97084,0.54743,1.44438,0.63663,0.86886,0.002179,0.002179,0.002179
81,2127.95,1.35397,0.71515,0.84635,0.95043,0.94236,0.96673,0.5428,1.45297,0.6292,0.86937,0.00208,0.00208,0.00208
82,2154.37,1.372,0.72124,0.84929,0.97127,0.94845,0.96777,0.54274,1.4393,0.62776,0.86761,0.001981,0.001981,0.001981
83,2180.42,1.37473,0.71042,0.84042,0.96472,0.94889,0.96976,0.54384,1.43678,0.62168,0.86658,0.001882,0.001882,0.001882
84,2206.52,1.35444,0.70424,0.84137,0.96573,0.94358,0.96889,0.54762,1.42428,0.62118,0.86596,0.001783,0.001783,0.001783
85,2233.4,1.35772,0.70547,0.84028,0.96271,0.93922,0.96652,0.55098,1.42762,0.6219,0.86455,0.001684,0.001684,0.001684
86,2259.36,1.35468,0.71629,0.83992,0.97349,0.9411,0.96681,0.56228,1.39974,0.61833,0.86163,0.001585,0.001585,0.001585
87,2286.2,1.3544,0.70538,0.84092,0.97567,0.93388,0.97063,0.55824,1.39813,0.60932,0.8631,0.001486,0.001486,0.001486
88,2312.81,1.33811,0.68652,0.83378,0.96469,0.95354,0.97292,0.55838,1.40771,0.60673,0.86433,0.001387,0.001387,0.001387
89,2339.47,1.37106,0.72924,0.838,0.97674,0.93482,0.9712,0.55716,1.40627,0.60773,0.86332,0.001288,0.001288,0.001288
90,2365.07,1.33294,0.69288,0.83934,0.96792,0.94378,0.97084,0.55084,1.42744,0.60859,0.86665,0.001189,0.001189,0.001189
91,2394.36,1.29123,0.66167,0.8521,0.9712,0.9351,0.97142,0.54443,1.45082,0.62996,0.8696,0.00109,0.00109,0.00109
92,2419.9,1.24287,0.62457,0.84766,0.96747,0.95068,0.97181,0.5533,1.43466,0.61649,0.86493,0.000991,0.000991,0.000991
93,2446.18,1.21286,0.59923,0.84679,0.96573,0.94745,0.971,0.55805,1.41087,0.61034,0.86322,0.000892,0.000892,0.000892
94,2472,1.20786,0.59573,0.8439,0.97697,0.94957,0.97261,0.56389,1.40721,0.60153,0.86239,0.000793,0.000793,0.000793
95,2497.69,1.19982,0.59569,0.84053,0.97426,0.95267,0.97109,0.56574,1.40615,0.60241,0.86362,0.000694,0.000694,0.000694
96,2523.43,1.1785,0.5884,0.84124,0.97237,0.94651,0.96946,0.55668,1.41942,0.60446,0.86482,0.000595,0.000595,0.000595
97,2549.2,1.20856,0.60614,0.83922,0.96736,0.95602,0.97056,0.55997,1.40663,0.60594,0.86287,0.000496,0.000496,0.000496
98,2574.6,1.19345,0.59084,0.83966,0.98047,0.94444,0.97055,0.56756,1.39879,0.59794,0.86149,0.000397,0.000397,0.000397
99,2600.23,1.16834,0.57498,0.83625,0.96538,0.95799,0.97069,0.55842,1.39309,0.59116,0.86166,0.000298,0.000298,0.000298
100,2626.25,1.18878,0.60156,0.84074,0.98253,0.94345,0.97175,0.56601,1.39556,0.59178,0.86159,0.000199,0.000199,0.000199
