epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,1328.83,1.65533,0.94673,0.88784,0.94883,0.8926,0.93337,0.50554,1.52986,0.77755,0.8825,0.005446,0.005446,0.005446
48,1357.09,1.64505,0.94619,0.88244,0.95121,0.92065,0.94034,0.51131,1.53019,0.7434,0.88528,0.005347,0.005347,0.005347
49,1385.13,1.62855,0.92049,0.87832,0.95523,0.90707,0.93722,0.50614,1.5536,0.76613,0.88818,0.005248,0.005248,0.005248
50,1413.2,1.62161,0.92005,0.88563,0.94343,0.92075,0.94201,0.51956,1.50553,0.7417,0.88223,0.005149,0.005149,0.005149
51,1441.45,1.62998,0.92692,0.88124,0.95552,0.92351,0.94587,0.50758,1.52969,0.72825,0.88501,0.00505,0.00505,0.00505
52,1470.03,1.62527,0.92384,0.87377,0.93928,0.91948,0.9476,0.50651,1.55388,0.73597,0.88352,0.004951,0.004951,0.004951
53,1498.66,1.6205,0.90654,0.87365,0.95798,0.93143,0.9487,0.52268,1.53621,0.71305,0.88426,0.004852,0.004852,0.004852
54,1527.49,1.60385,0.89305,0.87739,0.96224,0.93752,0.95418,0.52884,1.50694,0.70847,0.88008,0.004753,0.004753,0.004753
55,1556.19,1.58699,0.8887,0.87774,0.96928,0.93186,0.94444,0.5237,1.51046,0.70024,0.88062,0.004654,0.004654,0.004654
56,1584.56,1.58765,0.88535,0.87072,0.96501,0.93007,0.95115,0.51754,1.52841,0.70032,0.88335,0.004555,0.004555,0.004555
57,1613.04,1.5823,0.8742,0.87362,0.95784,0.92625,0.94757,0.52644,1.52244,0.73081,0.88036,0.004456,0.004456,0.004456
58,1641.6,1.57461,0.85703,0.86829,0.95322,0.92371,0.94966,0.5363,1.50236,0.71142,0.87614,0.004357,0.004357,0.004357
59,1670.48,1.53253,0.83443,0.86958,0.95404,0.93265,0.95111,0.52716,1.50579,0.69262,0.87788,0.004258,0.004258,0.004258
60,1698.72,1.56425,0.84172,0.86695,0.93583,0.93099,0.94694,0.52681,1.4767,0.71096,0.87355,0.004159,0.004159,0.004159
61,1727.05,1.5637,0.86096,0.87664,0.95804,0.9271,0.9526,0.52616,1.49201,0.7142,0.87387,0.00406,0.00406,0.00406
62,1755.35,1.5567,0.8606,0.86836,0.95862,0.92644,0.95655,0.53784,1.49346,0.70357,0.8773,0.003961,0.003961,0.003961
63,1783.65,1.53573,0.83685,0.86187,0.96629,0.93441,0.9506,0.53154,1.4815,0.71429,0.87797,0.003862,0.003862,0.003862
64,1811.93,1.51221,0.82587,0.86094,0.9538,0.92692,0.95106,0.53449,1.47789,0.6833,0.87529,0.003763,0.003763,0.003763
65,1840.2,1.55251,0.84567,0.86448,0.95062,0.93985,0.95839,0.54061,1.48667,0.67871,0.87486,0.003664,0.003664,0.003664
66,1868.57,1.51317,0.82081,0.86517,0.96501,0.93819,0.96156,0.54292,1.47549,0.6743,0.87458,0.003565,0.003565,0.003565
67,1896.92,1.53739,0.83913,0.86565,0.95901,0.93666,0.9575,0.53317,1.49187,0.67768,0.87796,0.003466,0.003466,0.003466
68,1925.43,1.5183,0.82117,0.86396,0.95047,0.93214,0.96209,0.55094,1.43514,0.66821,0.87081,0.003367,0.003367,0.003367
69,1953.69,1.50688,0.8202,0.86343,0.9601,0.93137,0.95394,0.54092,1.45232,0.66503,0.86943,0.003268,0.003268,0.003268
70,1982.54,1.52112,0.81213,0.86547,0.97234,0.93596,0.9574,0.53905,1.48552,0.65945,0.87331,0.003169,0.003169,0.003169
71,2010.69,1.48838,0.8063,0.86351,0.97435,0.93149,0.96084,0.54165,1.46565,0.65851,0.87058,0.00307,0.00307,0.00307
72,2038.75,1.49388,0.80831,0.85852,0.94802,0.9312,0.96015,0.5397,1.47882,0.66833,0.87172,0.002971,0.002971,0.002971
73,2067.16,1.4761,0.78024,0.85448,0.96597,0.94145,0.96194,0.54938,1.44322,0.63669,0.86975,0.002872,0.002872,0.002872
74,2095.17,1.44961,0.7589,0.8628,0.97361,0.92479,0.96006,0.55453,1.43565,0.63909,0.86995,0.002773,0.002773,0.002773
75,2123.42,1.46719,0.78611,0.86153,0.96812,0.93353,0.95885,0.55168,1.44318,0.64531,0.86928,0.002674,0.002674,0.002674
76,2151.65,1.45248,0.76034,0.85873,0.95914,0.94832,0.96117,0.55192,1.42951,0.63342,0.86965,0.002575,0.002575,0.002575
77,2179.86,1.4509,0.76879,0.85986,0.96247,0.93331,0.95927,0.549,1.45607,0.65285,0.87462,0.002476,0.002476,0.002476
78,2208.27,1.45858,0.77545,0.85634,0.97462,0.94176,0.96442,0.55656,1.43072,0.63296,0.86782,0.002377,0.002377,0.002377
79,2236.13,1.44297,0.77187,0.84993,0.96732,0.94481,0.95791,0.56049,1.4191,0.63523,0.86754,0.002278,0.002278,0.002278
80,2264.3,1.43003,0.75829,0.85502,0.95662,0.94699,0.96198,0.55028,1.43892,0.64243,0.87077,0.002179,0.002179,0.002179
81,2292.02,1.41037,0.74215,0.85389,0.95492,0.95012,0.96156,0.54786,1.42685,0.63352,0.86692,0.00208,0.00208,0.00208
82,2320.37,1.41929,0.75765,0.85633,0.95616,0.94544,0.96081,0.55871,1.40043,0.62433,0.86429,0.001981,0.001981,0.001981
83,2348.54,1.41728,0.74124,0.84734,0.97489,0.94486,0.96398,0.56736,1.41311,0.62266,0.86591,0.001882,0.001882,0.001882
84,2376.79,1.40623,0.74114,0.84927,0.97134,0.94294,0.96092,0.56453,1.40289,0.61997,0.86368,0.001783,0.001783,0.001783
85,2405.41,1.40585,0.7339,0.84742,0.96545,0.94518,0.96485,0.56131,1.40659,0.61563,0.86398,0.001684,0.001684,0.001684
86,2433.45,1.40264,0.73883,0.84451,0.96899,0.93929,0.9649,0.56286,1.41287,0.6241,0.8609,0.001585,0.001585,0.001585
87,2461.57,1.41335,0.7446,0.84749,0.96749,0.93088,0.96206,0.55648,1.41347,0.62273,0.86416,0.001486,0.001486,0.001486
88,2489.84,1.38975,0.71504,0.84064,0.9669,0.94541,0.96325,0.55613,1.40397,0.61807,0.86342,0.001387,0.001387,0.001387
89,2517.9,1.41528,0.75631,0.84279,0.96719,0.94556,0.9627,0.55909,1.41256,0.63124,0.86452,0.001288,0.001288,0.001288
90,2546.21,1.38267,0.71974,0.84682,0.96552,0.94216,0.96252,0.56013,1.39573,0.61876,0.86424,0.001189,0.001189,0.001189
91,2576.89,1.32574,0.67562,0.85845,0.96658,0.93098,0.9579,0.54754,1.4442,0.63399,0.86872,0.00109,0.00109,0.00109
92,2604.69,1.28755,0.64982,0.85368,0.9508,0.94467,0.96306,0.55226,1.40207,0.62482,0.86565,0.000991,0.000991,0.000991
93,2632.71,1.26187,0.62139,0.85362,0.97067,0.94136,0.96205,0.55297,1.40471,0.61638,0.86347,0.000892,0.000892,0.000892
94,2660.22,1.25257,0.62239,0.84944,0.96783,0.93133,0.96607,0.56893,1.39736,0.60817,0.86362,0.000793,0.000793,0.000793
95,2687.97,1.2435,0.61352,0.84705,0.96552,0.94171,0.96505,0.5678,1.39042,0.60621,0.8626,0.000694,0.000694,0.000694
96,2715.46,1.23209,0.60636,0.84839,0.96893,0.94396,0.96503,0.56589,1.39492,0.60774,0.86454,0.000595,0.000595,0.000595
97,2743.82,1.25315,0.62835,0.84511,0.97658,0.9477,0.96952,0.56819,1.37637,0.60467,0.86084,0.000496,0.000496,0.000496
98,2771.47,1.2389,0.61436,0.84306,0.97166,0.94675,0.96654,0.56884,1.37528,0.6009,0.86047,0.000397,0.000397,0.000397
99,2799.25,1.22507,0.6006,0.84582,0.96737,0.95029,0.96967,0.56415,1.37458,0.59985,0.86115,0.000298,0.000298,0.000298
100,2827.09,1.22521,0.62277,0.84711,0.96888,0.9471,0.96897,0.5689,1.36743,0.59346,0.85936,0.000199,0.000199,0.000199
